Time;Type;CurrentPose;TargetPose;Result
Sun Sep 30 11:03:13 2018;drop_pose;(0.270944223662,0.186059056624,0.214060825666)/(-0.000800036790736,0.00215318918821,0.00591223864722,0.999979884373);(0.347235053778,0.446236431599,0.265)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:03:34 2018;grasp_pose;(0.214574031882,-0.15364933536,0.173637494688)/(-0.000828329584055,0.00114855276728,8.01913964382e-05,0.999998994132);(0.289086341858,0.106913283467,0.225)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:03:36 2018;post_grasp;(0.214671453827,-0.153895658583,0.303581585513)/(-0.00218717148139,-0.000700960976888,-0.00172649080448,0.999995872074);(0.0,0.0,0.0)/(0.0,0.0,0.0,0.0);success
Sun Sep 30 11:03:43 2018;drop_pose;(0.377293345165,0.120779537806,0.213028951455)/(3.9181095331e-05,0.00207682114168,0.00588177813749,0.999980544793);(0.453277736902,0.379409074783,0.265)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:03:55 2018;grasp_pose;(0.599689551113,-0.141820563244,0.170808578981)/(0.00154511557157,0.00402177082531,-0.000711583222421,0.999990465768);(0.675350546837,0.118322230875,0.225)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:03:57 2018;post_grasp;(0.599786755989,-0.142407056927,0.300495903548)/(0.00096162325792,0.00271937544855,0.000193049327772,0.999995821496);(0.0,0.0,0.0)/(0.0,0.0,0.0,0.0);success
Sun Sep 30 11:04:12 2018;drop_pose;(0.283042985931,0.212952238336,0.213175394298)/(-0.00253127803344,0.00381952433476,0.000834948945444,0.999989153304);(0.358541935682,0.473209559917,0.265)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:04:36 2018;grasp_pose;(0.194645908453,-0.156956193948,0.174281499573)/(-0.000835287245398,-0.00112884283901,-0.00189573087507,0.999997217103);(0.269629716873,0.103334948421,0.225)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:04:38 2018;post_grasp;(0.194915922461,-0.157581855921,0.304556127201)/(-0.00458073407682,-0.00400757246344,-0.00293747592854,0.999977163476);(0.0,0.0,0.0)/(0.0,0.0,0.0,0.0);success
Sun Sep 30 11:04:46 2018;drop_pose;(0.625434551429,-0.0665252412765,0.211243333723)/(-0.000104384822151,-5.57894811978e-05,0.00420445214022,0.999991154248);(0.699943304062,0.192657381296,0.265)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:04:58 2018;grasp_pose;(0.598288312532,0.0740171659849,0.16972283669)/(0.00202922165974,0.00438774575946,-8.27043100935e-05,0.999988311485);(0.674285054207,0.333485871553,0.225)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:05:00 2018;post_grasp;(0.598404649748,0.0742829205629,0.300330932766)/(0.00266509709263,0.00069368686363,-0.000343398695931,0.999996149059);(0.0,0.0,0.0)/(0.0,0.0,0.0,0.0);success
Sun Sep 30 11:05:06 2018;drop_pose;(0.45395323092,0.0781799995952,0.211457299128)/(-0.00156496656363,0.00689895771723,-0.000286635432568,0.999974936237);(0.530409157276,0.33857268095,0.265)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:05:16 2018;grasp_pose;(0.489731967651,0.129398143,0.171854523449)/(-0.00205171644362,0.00516595695955,0.00198271762726,0.999982585938);(0.5658416152,0.389551341534,0.225)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:05:18 2018;post_grasp;(0.489962677915,0.129114590171,0.302436101778)/(-0.00182612666365,0.00346641397825,0.00352237798988,0.999986120948);(0.0,0.0,0.0)/(0.0,0.0,0.0,0.0);success
Sun Sep 30 11:05:23 2018;drop_pose;(0.599362184994,-0.0169902808405,0.211688249732)/(-9.86418943561e-05,0.0012409764985,-0.00455823901211,0.99998883629);(0.673985481262,0.244183242321,0.265)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:05:36 2018;grasp_pose;(0.237784813903,0.149655621433,0.173967373314)/(0.000263297972738,0.000708669179681,-0.00210668819416,0.99999749516);(0.312910437584,0.410023331642,0.225)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:05:39 2018;post_grasp;(0.237805578602,0.149786484352,0.303792260192)/(0.000265834934332,-0.0012562307529,-0.000255918789265,0.99999914286);(0.0,0.0,0.0)/(0.0,0.0,0.0,0.0);success
Sun Sep 30 11:05:46 2018;drop_pose;(0.551339192001,-0.118013160595,0.212389556803)/(4.23664235499e-05,-0.000278529411453,-0.00347395786769,0.999993926103);(0.625995874405,0.142545029521,0.265)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:06:07 2018;grasp_pose;(0.335354576755,0.220356949125,0.173243484354)/(-0.00338311437759,0.00464357276355,0.00123755885855,0.999982729959);(0.411325573921,0.480872809887,0.225)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:06:09 2018;post_grasp;(0.335771473651,0.220416176778,0.303886839484)/(-0.00127452528985,0.0018268112076,0.00327668565736,0.999992150808);(0.0,0.0,0.0)/(0.0,0.0,0.0,0.0);success
Sun Sep 30 11:06:14 2018;drop_pose;(0.400584894643,0.101617640671,0.212573855839)/(-0.00107292833454,0.00423720899083,-0.003787396506,0.999983275116);(0.475581288338,0.364246159792,0.265)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:06:25 2018;grasp_pose;(0.50684154869,-0.0385249399773,0.17176820741)/(0.00148249660599,0.00584218690713,-0.000270543766036,0.999981798765);(0.582989156246,0.221182733774,0.225)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:06:27 2018;post_grasp;(0.507143214634,-0.0388435359459,0.302284211487)/(0.00122536846566,0.00247848497167,0.000724633652322,0.999995915237);(0.0,0.0,0.0)/(0.0,0.0,0.0,0.0);success
Sun Sep 30 11:06:33 2018;drop_pose;(0.38038432216,0.19652657062,0.212987762199)/(-0.00267404297172,0.00367474040031,0.00513869898648,0.999976469498);(0.456680327654,0.455476611853,0.265)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:06:44 2018;grasp_pose;(0.400708106052,0.149213014001,0.172709966884)/(-0.0011943867984,0.00372182720564,0.00128567774614,0.999991534202);(0.476590275764,0.409321337938,0.225)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:06:46 2018;post_grasp;(0.40087406941,0.149039671287,0.302696918814)/(-0.00190780174001,0.00241843515376,0.00369942290666,0.9999884128);(0.0,0.0,0.0)/(0.0,0.0,0.0,0.0);success
Sun Sep 30 11:06:51 2018;drop_pose;(0.463822129483,0.162075919148,0.2121901128)/(-0.000920495850511,0.00356921549962,-0.00158296471136,0.999991953773);(0.538930654526,0.421813964844,0.265)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:07:02 2018;grasp_pose;(0.431479454676,0.0682710964202,0.172933661461)/(-0.0023343603124,0.00675288718985,0.00319291663402,0.999969376811);(0.507463872433,0.328569382429,0.225)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:07:04 2018;post_grasp;(0.431846597402,0.0681780797355,0.303393019478)/(-0.00165588195902,0.0026158308123,0.00359906834757,0.999988731032);(0.0,0.0,0.0)/(0.0,0.0,0.0,0.0);success
Sun Sep 30 11:07:10 2018;drop_pose;(0.608302443717,-0.0571003931385,0.210754838934)/(-0.0011215340743,0.00186881962681,-0.00197750574807,0.999995669563);(0.683114171028,0.202973917127,0.265)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:07:30 2018;grasp_pose;(0.535928799124,0.230833979006,0.169876019548)/(-0.00246697301087,0.00613829543522,0.00160832948598,0.999976824056);(0.611510872841,0.493039697409,0.225)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:07:32 2018;post_grasp;(0.536169481573,0.230314035498,0.300019344205)/(-0.00285697678386,0.00509125031611,0.00481377727287,0.999971371791);(0.0,0.0,0.0)/(0.0,0.0,0.0,0.0);success
Sun Sep 30 11:07:38 2018;drop_pose;(0.38710393919,0.023736869347,0.212204079433)/(-0.00158337442268,0.00631454274696,-0.00261719629528,0.999975384576);(0.463830202818,0.284231632948,0.265)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:07:54 2018;grasp_pose;(0.228277697715,-0.232763638172,0.173591047417)/(0.00297272924988,0.00539576985077,0.00186540859384,0.999979284185);(0.304506123066,0.0254345163703,0.225)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:07:56 2018;post_grasp;(0.228433562615,-0.23288952334,0.303989187755)/(0.00080811722314,0.00190748989882,0.00246774942258,0.999994809307);(0.0,0.0,0.0)/(0.0,0.0,0.0,0.0);success
Sun Sep 30 11:08:15 2018;drop_pose;(0.183442735091,0.239819937595,0.21358152697)/(-0.00233810934054,0.0010333741444,0.00886352623402,0.999957450737);(0.25880292058,0.499153852463,0.265)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:08:35 2018;grasp_pose;(0.560695448972,-0.200094994957,0.169671185276)/(0.00126913680761,0.00717640147965,-0.00397776685058,0.999965532368);(0.638199031353,0.0613482631743,0.225)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:08:37 2018;post_grasp;(0.560839446186,-0.20005491244,0.300054980997)/(0.00208445012307,0.00549773915845,-0.0058223382205,0.999965764569);(0.0,0.0,0.0)/(0.0,0.0,0.0,0.0);success
Sun Sep 30 11:08:50 2018;drop_pose;(0.284405510556,0.170443885629,0.213623253457)/(-0.00306263708704,0.00437080678689,-0.00211341834398,0.999983524747);(0.360198348761,0.431401669979,0.265)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:09:01 2018;grasp_pose;(0.546456008604,-0.170373686988,0.170180733872)/(0.00425045475575,0.00548466832614,-0.00255887649508,0.999972651725);(0.622708499432,0.0881780609488,0.225)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:09:03 2018;post_grasp;(0.546559207365,-0.170623278975,0.30014497187)/(0.00430018712772,0.00396700717435,-0.00110148137362,0.999982278835);(0.0,0.0,0.0)/(0.0,0.0,0.0,0.0);success
Sun Sep 30 11:09:09 2018;drop_pose;(0.228597726532,-0.155335484798,0.213905146721)/(0.00235073779537,0.00692334037218,-0.000590979423156,0.999973095705);(0.305395275354,0.104318983853,0.265)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:09:21 2018;grasp_pose;(0.45271925236,-0.0259219272165,0.172885829562)/(0.00109216758903,0.00463146322988,-0.00203595509173,0.999986605713);(0.528990030289,0.23385989666,0.225)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:09:23 2018;post_grasp;(0.453209735671,-0.0260063586342,0.303229069924)/(0.00144709754491,0.00159933172235,-0.00127226404378,0.999996864691);(0.0,0.0,0.0)/(0.0,0.0,0.0,0.0);success
Sun Sep 30 11:09:28 2018;drop_pose;(0.43133630565,-0.200434296194,0.212082576641)/(0.0015762479596,0.00540166380032,0.00330572675781,0.999978704594);(0.508548438549,0.0616268739104,0.265)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:09:48 2018;grasp_pose;(0.409368115165,0.231434710296,0.172106937389)/(-0.00145467870622,0.00445026500843,-0.00117489930653,0.999988349264);(0.484303951263,0.493676096201,0.225)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:09:50 2018;post_grasp;(0.409694315158,0.231351185147,0.302326805402)/(-1.59203786659e-05,0.00213103299141,-0.00173720606059,0.999996220273);(0.0,0.0,0.0)/(0.0,0.0,0.0,0.0);success
Sun Sep 30 11:09:55 2018;drop_pose;(0.48132793429,0.138466128853,0.21189436695)/(-0.00151227897548,0.00497174051416,-0.00409576623278,0.999978109514);(0.55617082119,0.401265054941,0.265)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:10:09 2018;grasp_pose;(0.549245986761,0.243164117348,0.170321747811)/(-0.0030088591931,0.00575801222385,0.000424656147357,0.99997880564);(0.6247651577,0.506233453751,0.225)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:10:11 2018;post_grasp;(0.549190390537,0.243382806085,0.300414319724)/(-0.00224473081435,0.00512363115481,-0.00198361405625,0.999982387276);(0.0,0.0,0.0)/(0.0,0.0,0.0,0.0);success
Sun Sep 30 11:10:16 2018;drop_pose;(0.601175059103,0.00403601435771,0.211089477088)/(-0.000159205461977,0.00480024457134,-0.00527511891367,0.999974552389);(0.676840782166,0.266321718693,0.265)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:10:30 2018;grasp_pose;(0.54919287576,-0.0416361978613,0.17019977065)/(0.00280691085811,0.00637466798279,-0.00164649093299,0.999974386636);(0.62616944313,0.217808485031,0.225)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:10:32 2018;post_grasp;(0.54933764189,-0.0415455725877,0.300589387782)/(0.00192888491906,0.00586265949752,0.00212408889672,0.99997869821);(0.0,0.0,0.0)/(0.0,0.0,0.0,0.0);success
Sun Sep 30 11:10:41 2018;drop_pose;(0.276523443911,0.0268424036153,0.213663268879)/(0.00134905652175,0.000277126229318,0.000682669140306,0.999998818605);(0.352191418409,0.286974519491,0.265)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:10:59 2018;grasp_pose;(0.313609145895,0.108614115388,0.173976211573)/(0.000299762424789,0.000631105835556,0.000799687111804,0.999999436174);(0.388476938009,0.368509560823,0.225)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:11:14 2018;post_grasp;(0.312769360114,0.108692132959,0.303770006901)/(0.000235282189778,0.00312497135405,-0.00306280804669,0.999990399156);(0.0,0.0,0.0)/(0.0,0.0,0.0,0.0);success
Sun Sep 30 11:11:20 2018;drop_pose;(0.276860013569,-0.228790994002,0.213432639731)/(0.00190453010875,0.00232292525602,-0.00517054757424,0.999982120951);(0.353350073099,0.0322347320616,0.265)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:11:41 2018;grasp_pose;(0.299025808065,-0.239603048744,0.173478942942)/(8.74687941424e-06,0.00420333573698,0.0024814639068,0.999988087044);(0.374851107597,0.020540529862,0.225)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:11:44 2018;post_grasp;(0.299520137685,-0.239763853547,0.302806923599)/(-0.00176890748411,0.00416088336526,0.0017489502255,0.999988249525);(0.0,0.0,0.0)/(0.0,0.0,0.0,0.0);success
Sun Sep 30 11:11:50 2018;drop_pose;(0.62118903122,0.178406494021,0.211243632783)/(-0.000768431158306,0.00106057369712,0.00344185416652,0.999993219145);(0.696229279041,0.43764603138,0.265)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:12:01 2018;grasp_pose;(0.479796829312,-0.006353141447,0.17240011595)/(0.000119652524819,0.00484538793126,0.000826705310187,0.999987912156);(0.555711448193,0.25377240777,0.225)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:12:03 2018;post_grasp;(0.480242952901,-0.00641893881376,0.302763018169)/(0.000737294735194,0.00101157091433,0.00110751800385,0.999998603261);(0.0,0.0,0.0)/(0.0,0.0,0.0,0.0);success
Sun Sep 30 11:12:08 2018;drop_pose;(0.473764242885,-0.0376347216255,0.211997388305)/(-0.000325470689089,0.00684824806974,-0.00128045708836,0.999975677703);(0.549607872963,0.222477093339,0.265)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:12:19 2018;grasp_pose;(0.537818841053,0.0194395186064,0.17160732275)/(-3.79794601775e-06,0.00503875981579,0.00104520629024,0.999986759127);(0.613856971264,0.278794884682,0.225)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:12:21 2018;post_grasp;(0.538083827263,0.0196277143254,0.301937100247)/(-2.22608007923e-05,0.00285622868612,0.00198540871879,0.999993949789);(0.0,0.0,0.0)/(0.0,0.0,0.0,0.0);success
Sun Sep 30 11:12:27 2018;drop_pose;(0.198956509208,0.204908006851,0.213734734001)/(-0.00540862404099,0.00516087922591,0.00387376607369,0.999964552396);(0.27569437027,0.465664446354,0.265)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:12:38 2018;grasp_pose;(0.466847772127,-0.0453596250458,0.171631840244)/(0.000968828713063,0.00545562456294,-0.000743288938132,0.999984372404);(0.542995333672,0.214005723596,0.225)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:12:40 2018;post_grasp;(0.466979251435,-0.0452290501573,0.301768157393)/(0.00104032761656,0.00299628764346,0.000464814201504,0.99999486195);(0.0,0.0,0.0)/(0.0,0.0,0.0,0.0);success
Sun Sep 30 11:12:45 2018;drop_pose;(0.562009957595,0.138954569339,0.211517948733)/(7.63995758398e-05,0.000389755813251,0.00336035527561,0.999994275117);(0.636871576309,0.397741794586,0.265)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:12:56 2018;grasp_pose;(0.546551205291,0.138921115609,0.171026462484)/(-0.00132744763448,0.00494591927077,0.00274625433896,0.999983116784);(0.622532844543,0.398449748755,0.225)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:12:58 2018;post_grasp;(0.546765302864,0.138931663522,0.301084315386)/(0.000223267739189,0.00202131816153,0.00379120334617,0.999990745558);(0.0,0.0,0.0)/(0.0,0.0,0.0,0.0);success
Sun Sep 30 11:13:11 2018;drop_pose;(0.324674248519,-0.0121093310328,0.213504202009)/(0.000944620357053,0.0044027420432,-0.00181182980574,0.999988220344);(0.400285393,0.247487545013,0.265)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:13:27 2018;grasp_pose;(0.598275332754,0.0607714167026,0.170484163102)/(0.000941778960414,0.00523064770785,0.000960177179955,0.999985415612);(0.674218833447,0.320585727692,0.225)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:13:29 2018;post_grasp;(0.598417768659,0.0607062161277,0.300258391685)/(0.00133466191093,0.00345899694454,0.000996406802502,0.999992630568);(0.0,0.0,0.0)/(0.0,0.0,0.0,0.0);success
Sun Sep 30 11:13:33 2018;drop_pose;(0.587007774114,0.150285719225,0.211385838063)/(-0.00272089137959,0.00566573293052,0.00412325031124,0.999971747115);(0.662925183773,0.409650981426,0.265)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:13:44 2018;grasp_pose;(0.317717266789,-0.0225966038457,0.173833299236)/(0.000361672428492,0.00443045395993,-0.00200303776575,0.999988113985);(0.393469214439,0.237314537168,0.225)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:13:57 2018;post_grasp;(0.317095389207,-0.023597914823,0.303429093207)/(0.00175736171189,0.00441419119191,-0.00691656894467,0.999964793215);(0.0,0.0,0.0)/(0.0,0.0,0.0,0.0);success
Sun Sep 30 11:14:03 2018;drop_pose;(0.544982276127,0.146912092016,0.211878357101)/(0.000992666038432,0.000166902267236,0.000461018275581,0.99999938711);(0.61934620142,0.407070875168,0.265)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:14:22 2018;grasp_pose;(0.592438948655,0.275055205682,0.168360993439)/(-0.00274484428852,0.0081440521815,-0.000290659236791,0.999963027197);(0.668163776398,0.537603914738,0.225)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:14:24 2018;post_grasp;(0.592305813335,0.275478654097,0.297762407887)/(-0.000472597243626,0.00620391194712,-0.000185528440665,0.999980626666);(0.0,0.0,0.0)/(0.0,0.0,0.0,0.0);success
Sun Sep 30 11:14:40 2018;drop_pose;(0.247493657213,-0.159337336849,0.213751437984)/(-0.0019081749732,-0.0014075826964,-0.00172114313459,0.999995707614);(0.322106271982,0.101200930774,0.265)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:15:05 2018;grasp_pose;(0.607032960396,0.195448614201,0.168787669744)/(-0.000867162073553,0.00683051868826,0.0043367158546,0.999966891922);(0.68381768465,0.454873740673,0.225)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:15:07 2018;post_grasp;(0.607277620566,0.195194019961,0.298585222693)/(-0.000966489531262,0.00465944792633,0.00486138486163,0.999976860922);(0.0,0.0,0.0)/(0.0,0.0,0.0,0.0);success
Sun Sep 30 11:15:12 2018;drop_pose;(0.549464767174,0.00261017077595,0.210510837346)/(-0.000848259644443,0.00709324061174,-0.00212268513178,0.999972229915);(0.62605881691,0.263408482075,0.265)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:15:32 2018;grasp_pose;(0.233189446856,0.0153398837041,0.173497395085)/(-0.000676287355397,0.0027404733073,-0.00551877228768,0.999980787612);(0.307877272367,0.276556402445,0.225)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:15:35 2018;post_grasp;(0.233332519241,0.015315840833,0.303006553761)/(-0.000354494717255,0.00130964386507,-0.00806663549769,0.999966543719);(0.0,0.0,0.0)/(0.0,0.0,0.0,0.0);success
Sun Sep 30 11:15:42 2018;drop_pose;(0.528793604408,0.268420169442,0.211856849401)/(0.000174692129084,-0.000821955020898,0.00160646035875,0.999998356578);(0.603280305862,0.528387248516,0.265)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:15:54 2018;grasp_pose;(0.520671282851,-0.0772279725375,0.171353774489)/(0.00021426601059,0.00515662631528,-6.16437227443e-06,0.99998668154);(0.596769928932,0.182693049312,0.225)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:15:56 2018;post_grasp;(0.52068913971,-0.0773656630576,0.301165890636)/(-0.000782478284635,0.00451616481796,0.00195280146115,0.999987589198);(0.0,0.0,0.0)/(0.0,0.0,0.0,0.0);success
Sun Sep 30 11:16:02 2018;drop_pose;(0.363709517574,-0.010954862759,0.212972680813)/(-0.000332374562639,0.00623118952505,-0.00168381509982,0.999979113067);(0.440376967192,0.249258339405,0.265)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:16:15 2018;grasp_pose;(0.338998237675,0.286826275194,0.173826645299)/(0.000949448899961,-0.00363171697335,-0.000289838158208,0.999992912561);(0.413157165051,0.546929121017,0.225)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:16:17 2018;post_grasp;(0.338700251472,0.287211242405,0.303708394873)/(0.00170820943814,-0.00540969968355,-0.000607075382041,0.999983724182);(0.0,0.0,0.0)/(0.0,0.0,0.0,0.0);success
Sun Sep 30 11:16:22 2018;drop_pose;(0.444254514298,0.288044439311,0.212685237692)/(-0.000777017196347,0.000697296228348,-0.00200380593982,0.999997447389);(0.518612682819,0.547814786434,0.265)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:16:35 2018;grasp_pose;(0.585145564669,-0.018538815739,0.171039728416)/(0.00221576853921,0.00463847540719,-0.00179864816501,0.99998516978);(0.661319077015,0.241588398814,0.225)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:16:36 2018;post_grasp;(0.585522380146,-0.0189311607681,0.30111929513)/(0.00254504417296,0.000591875811675,-0.00237021028774,0.999993777249);(0.0,0.0,0.0)/(0.0,0.0,0.0,0.0);success
Sun Sep 30 11:16:42 2018;drop_pose;(0.367055903636,-0.240473771549,0.211196477044)/(0.00337418818095,0.00595967964528,-0.00407426079372,0.999968248232);(0.444131433964,0.0196119919419,0.265)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:17:03 2018;grasp_pose;(0.394967020109,0.199514612943,0.172331687823)/(-0.000629190509921,0.00369750836157,0.000217540795835,0.999992942589);(0.470512956381,0.460157543421,0.225)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:17:05 2018;post_grasp;(0.39491246258,0.199822814252,0.301872967504)/(0.000832792141364,0.00228334163791,0.000879861692759,0.99999665932);(0.0,0.0,0.0)/(0.0,0.0,0.0,0.0);success
Sun Sep 30 11:17:22 2018;drop_pose;(0.389979225578,-0.162668334908,0.212522656494)/(0.00239840236672,0.00549639798819,8.12807269458e-05,0.999982015173);(0.466639339924,0.0989942848682,0.265)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:17:37 2018;grasp_pose;(0.450299640262,-0.222376620562,0.171281997056)/(0.00271540231074,0.00640022120962,0.000149758653273,0.999975820373);(0.526339292526,0.0354415923357,0.225)/(0.0,0.0,0.0,1.0);success
Sun Sep 30 11:17:39 2018;post_grasp;(0.450446252579,-0.22241226426,0.301838160493)/(0.0011017597549,0.0026150143595,0.00073702107894,0.999995702303);(0.0,0.0,0.0)/(0.0,0.0,0.0,0.0);success